time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010538349642	197.717	37.7363	2.0874	0.26303	0.12139	lidar	0.142751	197.725	37.7285	197.683	37.2395	1.81869	-0.159495
1477010538349642	197.67	37.7267	1.96082	0.269719	0.126703	radar	0.459072	197.582	37.303	197.683	37.2395	1.81869	-0.159495
1477010539349642	199.319	37.3286	1.43846	-0.294673	-0.355093	lidar	2.00418	199.294	37.2862	199.497	37.0353	1.71212	-0.235529
1477010539349642	199.346	37.3529	1.66474	-0.255828	-0.294884	radar	0.439142	199.356	37.3527	199.497	37.0353	1.71212	-0.235529
1477010540349642	201.483	36.9884	2.4088	-0.0615879	0.0796824	lidar	2.49017	201.549	36.9973	201.203	36.7587	1.6057	-0.300201
1477010540349642	201.349	36.9735	1.88725	-0.168961	-0.0286645	radar	3.38072	200.932	37.4694	201.203	36.7587	1.6057	-0.300201
1477010541349642	202.967	36.4627	1.85483	-0.337005	-0.124672	lidar	0.0598821	202.962	36.4568	202.801	36.4212	1.50137	-0.353671
1477010541349642	202.916	36.4476	1.65098	-0.387813	-0.195547	radar	0.555008	202.65	37.2445	202.801	36.4212	1.50137	-0.353671
1477010542349642	204.014	36.172	1.13306	-0.317143	-0.0233957	lidar	0.785745	203.991	36.1967	204.294	36.0343	1.40095	-0.396497
1477010542349642	204.021	36.1605	1.44378	-0.284161	0.0293227	radar	1.31119	203.809	36.2941	204.294	36.0343	1.40095	-0.396497
